ID;Genotype;Energy;Age;Parent;Prots;Mets;Dims;Iteration
1;000000111100111011010011100000000000100000011101011001110100;12.426707;0;0;;;;0
2;011100110010111001011000011001111100011100011110111010101000;10.064970;0;0;;;;0
3;010110110111011100100011111011110011101010011001001011110101;0.471802;0;0;;;;0
4;110110001111101101000101001100111101001011000010111110100001;11.522848;0;0;;;;0
5;110010011100011000000110001001110010111111011010110100110010;7.092264;0;0;;;;0
6;100110110110110110101110110111001010111101011110100100110001;4.292519;0;0;;;;0
7;100011101010101110010001001100111000110001110000100110111101;15.554055;0;0;;;;0
8;111100100001110111111111010000011010000001001000100110011111;17.349520;0;0;;;;0
9;010000111110010001011011001111101101010011110100111111010111;11.211669;0;0;;;;0
10;110101000110110100000101010111100111110001110111110100110111;16.439819;0;0;;;;0
11;011000100001001000000101100111011111001000010101010010101010;9.862043;0;0;;;;0
12;000111110000100001110010111001100101110100100101001000111011;1.805767;0;0;;;;0
13;010010000100011100000100010011011010110111110111110010010010;5.085564;0;0;;;;0
14;101111111100000100100000100101100111111111010110011000011110;11.227264;0;0;;;;0
15;111010011011110000000111010101011110011011001111010011111110;12.197738;0;0;;;;0
16;011110001101001010100111111010101011111101101110001111111101;5.717793;0;0;;;;0
17;111010000001001101001111111111110100001111100001110011011101;7.953400;0;0;;;;0
18;111001011111100111101001101110000110110101011011100101010100;9.753561;0;0;;;;0
19;001111001011110000011000000111001101001110110111010110001111;0.876893;0;0;;;;0
20;010101101011111010001100000100011101111000010100110010011001;6.676693;0;0;;;;0
21;000000000111000101011000011011110001000000100000101010100101;5.074683;0;0;;;;0
22;101110001110101000011101111010101011101011110111111000000000;6.759471;0;0;;;;0
23;011000111010001101001100100111100111011000110011011111100001;4.996340;0;0;;;;0
24;000101010101010010011101001110010101001111000100101011110010;3.575356;0;0;;;;0
25;011010110100111110001100010110001110000101010100110011010001;7.195894;0;0;;;;0
26;110001010010011011000011111110001100111010011001011101000001;11.525669;0;0;;;;0
27;001011110111100111110111100110000111100010111111101111111000;9.717352;0;0;;;;0
28;111001100001001001000010010100110100001011111010111110001110;0.071247;0;0;;;;0
29;111111000110011011111111010110010000101110011100001111111000;13.660175;0;0;;;;0
30;001001011011011011001111111100110110000000010111110001100001;6.352619;0;0;;;;0
31;101101001011101101111110111111000010111111110110000110110100;1.178913;0;0;;;;0
32;111010100111001111011001000111101100110011001000100101000101;3.889362;0;0;;;;0
33;011010100010111000110101111010011000110101111111011100111010;8.611186;0;0;;;;0
34;000100011010010111110001001100010000001101001000000000111111;10.876884;0;0;;;;0
35;101000111111011110000100100101101001110000100000010001010001;11.279126;0;0;;;;0
36;001011011010110001111110011000001100111110001101000000011101;1.073903;0;0;;;;0
37;010000011011111000011000100011111111100100000001111101011111;14.148589;0;0;;;;0
38;010000001101101000011001111100000101010011000101100011010111;9.753942;0;0;;;;0
39;000101101010001111011111111100001001010001111101101011111111;2.858526;0;0;;;;0
40;011100110001111001100110111101011101100110100011100110001000;7.795051;0;0;;;;0
41;011001101010011011111010001010000001001111101111000110000111;3.113836;0;0;;;;0
42;110001001011101110010011111101101001010101100110000001001111;11.693392;0;0;;;;0
43;010111010001011111111101001111010001101010100110000011111101;10.330128;0;0;;;;0
44;000101110010100100000010111000100001010011001101010100110011;17.709007;0;0;;;;0
45;111110111011001100101001111100110100101010001000000011000000;10.475310;0;0;;;;0
46;000100011100101001111110011101010010010011110001111110001011;16.321224;0;0;;;;0
47;101011101011111111000111000100101100101100100011010110101101;1.350293;0;0;;;;0
48;011110011010100101111101111111111000011011101101100011000101;10.023082;0;0;;;;0
49;000001101010111110010000010011000100100101110010111100001010;14.023761;0;0;;;;0
50;010110001111010011011111110011000100011100000101001101001001;7.328795;0;0;;;;0
51;000100101000011011111111111100011011110111100100110110000100;12.485256;0;0;;;;0
