Size
150
175
175
175
174
173
173
170
170
170
170
169
168
168
167
165
165
165
164
163
163
163
160
156
153
153
153
152
148
144
144
143
141
140
139
139
137
136
135
132
129
128
125
124
119
118
111
110
110
107
107
104
101
100
100
100
100
98
95
94
94
92
90
89
87
86
84
82
82
80
79
78
77
77
77
77
76
75
71
68
63
61
60
59
59
59
58
57
57
57
56
56
55
55
55
55
55
55
54
53
51
49
49
49
49
47
47
47
47
46
46
46
46
46
46
46
46
46
46
45
45
45
45
45
45
45
45
45
45
45
45
45
45
44
43
43
43
43
43
43
43
41
40
40
40
40
40
40
39
39
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
38
