Max,Average,Min
17.750340,8.533333,-0.128753
14.767733,7.040000,0.271802
14.604952,6.971429,0.271802
14.504951,6.817143,-0.021087
14.475367,6.775862,-0.050772
14.475367,6.734104,0.071802
14.475367,6.618497,-0.123107
14.475367,6.629412,0.273903
14.475367,6.447059,0.173903
14.475367,6.347059,0.073903
14.475367,6.200000,-0.026097
14.475367,6.100592,-0.242702
14.475367,6.029762,0.050293
14.475367,5.880952,-0.049707
14.475367,5.850299,-0.141474
14.475367,5.830303,0.502112
14.475367,5.739394,0.245009
14.475367,5.618182,-0.054991
14.475367,5.457317,-0.097888
14.475367,5.398773,0.106136
14.475367,5.269939,0.006136
14.475367,5.122699,-0.192210
14.475367,5.143750,-0.226414
14.475367,5.128205,-0.156726
14.475367,5.202614,0.342050
14.475367,5.111111,0.153405
14.475367,5.019608,-0.146595
14.475367,4.934211,-0.078789
14.475367,4.925676,-0.294358
14.475367,4.979167,0.123384
14.475367,4.826389,-0.126223
14.475367,4.734266,-0.076616
14.475367,4.744681,-0.006319
14.475367,4.678571,-0.176920
14.475367,4.654676,0.063674
14.475367,4.539568,-0.136326
14.475367,4.547445,-0.071200
14.475367,4.500000,-0.000951
14.475367,4.385185,-0.063061
14.475367,4.386364,-0.167511
14.475367,4.325581,-0.086164
14.475367,4.265625,-0.139383
14.475367,4.328000,-0.113400
14.475367,4.258065,-0.188811
14.475367,4.436975,-0.039383
14.475367,4.355932,-0.145746
14.475367,4.621622,-0.035365
14.475367,4.581818,0.117351
14.475367,4.472727,-0.082649
14.475367,4.523364,0.047740
14.475367,4.373832,-0.134791
14.475367,4.432692,-0.069876
14.475367,4.534653,-0.135280
14.475367,4.510000,0.295065
14.475367,4.470000,0.195065
14.475367,4.420000,0.011662
14.475367,4.370000,-0.188338
14.475367,4.367347,-0.077160
14.475367,4.410526,-0.148595
14.475367,4.351064,0.091492
14.475367,4.234043,-0.008508
14.475367,4.293478,-0.072039
14.475367,4.366667,-0.114755
14.475367,4.370787,-0.140408
14.475367,4.448276,-0.104770
14.475367,4.465116,-0.106235
14.475367,4.547619,-0.023303
14.475367,4.597561,0.027984
14.475367,4.500000,-0.139841
14.475367,4.487500,-0.092317
14.475367,4.481013,-0.007732
14.475367,4.512821,-0.004101
14.475367,4.558442,0.405572
14.475367,4.545455,0.275172
14.475367,4.506494,0.092936
14.475367,4.480519,-0.107064
14.475367,4.513158,-0.024828
14.475367,4.506667,-0.094428
14.475367,4.732394,-0.072967
14.475367,4.852941,-0.089524
14.475367,5.222222,-0.176524
14.475367,5.393443,-0.078564
14.475367,5.450000,-0.071085
14.475367,5.542373,0.156426
14.475367,5.508475,0.056426
14.475367,5.491525,-0.043574
14.475367,5.586207,-0.025237
14.475367,5.666667,0.140224
14.475367,5.614035,0.040224
14.475367,5.526316,-0.059776
14.475367,5.589286,0.081416
14.475367,5.553571,-0.018584
14.475367,5.654545,0.486121
14.475367,5.636364,0.386121
14.475367,5.581818,0.286121
14.475367,5.581818,0.186121
14.475367,5.581818,0.086121
14.475367,5.545455,-0.013879
14.475367,5.611111,-0.037958
14.475367,5.679245,-0.078965
14.475367,5.862745,-0.035032
14.475367,6.122449,0.204838
14.475367,6.102041,0.104838
14.475367,6.081633,0.004838
14.475367,6.040816,-0.095162
14.475367,6.340426,0.207538
14.475367,6.340426,0.107538
14.475367,6.319149,0.007538
