Max,Average,Min
16.790144,8.400000,0.618901
13.482181,6.384615,0.618901
13.482181,6.153846,0.618901
13.482181,6.153846,0.618901
13.482181,6.153846,0.618901
13.482181,6.076923,0.618901
13.482181,6.076923,0.618901
13.482181,5.769231,0.618901
13.482181,5.769231,0.618901
13.482181,5.692308,0.535442
13.482181,5.692308,0.435442
13.482181,5.692308,0.335442
13.482181,5.461538,0.235442
13.482181,5.461538,0.135442
13.482181,5.461538,0.035442
13.482181,5.384615,-0.064558
13.482181,5.916667,0.618901
13.482181,5.583333,0.618901
13.482181,5.583333,0.618901
13.482181,5.500000,0.618901
13.482181,5.500000,0.618901
13.482181,5.500000,0.618901
13.482181,5.250000,0.618901
13.482181,5.250000,0.618901
13.482181,5.250000,0.618901
13.482181,5.250000,0.618901
13.482181,5.250000,0.618901
13.482181,4.916667,0.618901
13.482181,4.916667,0.618901
13.482181,4.833333,0.618901
13.482181,4.833333,0.618901
13.482181,4.833333,0.618901
13.482181,4.583333,0.618901
13.482181,4.583333,0.618901
13.482181,4.583333,0.618901
13.482181,4.583333,0.618901
13.482181,4.583333,0.618901
13.482181,4.250000,0.618901
13.482181,4.250000,0.613427
13.482181,4.166667,0.413427
13.482181,4.166667,0.213427
13.482181,4.166667,0.013427
13.482181,4.000000,-0.186573
13.482181,5.555556,0.618901
13.482181,5.555556,0.618901
13.482181,5.555556,0.618901
13.482181,5.555556,0.618901
13.482181,5.444444,0.618901
13.482181,5.444444,0.618901
13.482181,5.333333,0.618901
