ID;Genotype;Energy;Age;Parent;Prots;Mets;Dims;Iteration
0;011000110010111110001000010111111010100011011110100110001011;7.571298;0;0;;;;0
1;001101010111100010110001010001011001010000101001011001110000;10.782678;0;0;;;;0
2;111010000010010101010010111101001011110101111001111111111100;3.379547;0;0;;;;0
3;111110110111010111110011000100001001010011100101111010010000;5.740509;0;0;;;;0
4;111110010100010010011011011100011111010010000110010101111110;16.040501;0;0;;;;0
5;010110110110110000001101110100111010001110011001101001010001;10.228765;0;0;;;;0
6;011111001010111001000011000101111101110100011111111100111100;0.797785;0;0;;;;0
7;100010011110000100111010111110010011101000000000011010101101;9.115162;0;0;;;;0
8;111111011000101110100001111011010010101011010111010011001010;8.385031;0;0;;;;0
9;010011001011110000100101011001100011100011111011001000101001;17.865913;0;0;;;;0
0;011000110010111110001000010111111010100011011110100110001011;7.471298;1;0;{825: 1};;;1
1;001101010111100010110001010001011001010000101001011001110000;10.782678;1;0;;;;1
2;111010000010010101010010111101001011110101111001111111111100;3.179548;1;0;;;{2403: 1,};1
3;111110110111010111110011000100001001010011100101111010010000;5.540509;1;0;{604: 1, 2672: 1};;;1
5;010110110110110000001101110100111010001110011001101001010001;10.028765;1;0;{0: 1, 821: 1};;;1
6;011111001010111001000011000101111101110100011111111100111100;0.697785;1;0;{0: 1};;;1
7;100010011110000100111010111110010011101000000000011010101101;9.115162;1;0;;;;1
8;111111011000101110100001111011010010101011010111010011001010;8.185030;1;0;{2092: 1, 2387: 1};;;1
11;111110010100010010110010011100111111010011000110010101011010;7.920250;0;0;{0: 2};;;1
12;111010010100010110011011101100011110010010001110000101111110;7.920250;0;0;;;;1
13;010011001011100000111101011001100010100101111111001000101010;8.832956;0;0;{538: 1};;;1
14;010011001010110010100101011001100011100011111111001100101001;8.832956;0;0;;{00110101: 1,};;1
0;011000110010111110001000010111111010100011011110100110001011;7.371298;2;0;{825: 1};;;2
1;001101010111100010110001010001011001010000101001011001110000;10.782678;2;0;;;;2
2;111010000010010101010010111101001011110101111001111111111100;7.979548;2;0;;{00101100: 1,};;2
3;111110110111010111110011000100001001010011100101111010010000;5.340509;2;0;{503: 1, 2672: 1};;;2
5;010110110110110000001101110100111010001110011001101001010001;9.828764;2;0;{0: 1, 821: 1};;;2
6;011111001010111001000011000101111101110100011111111100111100;0.597785;2;0;{0: 1};;;2
7;100010011110000100111010111110010011101000000000011010101101;9.115162;2;0;;;;2
8;111111011000101110100001111011010010101011010111010011001010;7.985030;2;0;{2092: 1, 2387: 1};;;2
11;111110010100010010110010011100111111010011000110010101011010;7.820250;1;0;{2026: 1};;;2
12;111010010100010110011011101100011110010010001110000101111110;7.720250;1;0;{639: 1, 712: 1};;;2
13;010011001011100000111101011001100010100101111111001000101010;8.632956;1;0;{1244: 1, 1547: 1};;;2
14;010011001010110010100101011001100011100011111111001100101001;8.632956;1;0;{538: 1, 2082: 1};;;2
0;011000110010111110001000010111111010100011011110100110001011;7.271298;3;0;;{00100011: 1, 01010111: 1,};;3
1;001101010111100010110001010001011001010000101001011001110000;10.782678;3;0;;;;3
2;111010000010010101010010111101001011110101111001111111111100;7.779548;3;0;;;{2403: 1,};3
3;111110110111010111110011000100001001010011100101111010010000;5.140510;3;0;{503: 1, 2672: 1};;;3
5;010110110110110000001101110100111010001110011001101001010001;9.628763;3;0;{0: 1, 821: 1};;;3
6;011111001010111001000011000101111101110100011111111100111100;0.497785;3;0;{0: 1};;;3
7;100010011110000100111010111110010011101000000000011010101101;9.115162;3;0;;;;3
8;111111011000101110100001111011010010101011010111010011001010;7.785030;3;0;{2092: 1, 2387: 1};;;3
11;111110010100010010110010011100111111010011000110010101011010;7.720250;2;0;{2026: 1};;;3
12;111010010100010110011011101100011110010010001110000101111110;7.520250;2;0;{639: 1, 712: 1};;;3
13;010011001011100000111101011001100010100101111111001000101010;8.432955;2;0;{1244: 1, 1547: 1};;;3
14;010011001010110010100101011001100011100011111111001100101001;8.432955;2;0;{538: 1, 2082: 1};;;3
0;011000110010111110001000010111111010100011011110100110001011;7.171298;4;0;;{01010111: 1,};;4
1;001101010111100010110001010001011001010000101001011001110000;10.782678;4;0;;;;4
2;111010000010010101010010111101001011110101111001111111111100;7.579548;4;0;;;{2403: 1,};4
3;111110110111010111110011000100001001010011100101111010010000;4.940510;4;0;{503: 1, 2672: 1};;;4
5;010110110110110000001101110100111010001110011001101001010001;9.428762;4;0;{0: 1, 821: 1};;;4
6;011111001010111001000011000101111101110100011111111100111100;0.397785;4;0;{0: 1};;;4
7;100010011110000100111010111110010011101000000000011010101101;9.115162;4;0;;;;4
8;111111011000101110100001111011010010101011010111010011001010;7.585030;4;0;{2092: 1, 2387: 1};;;4
11;111110010100010010110010011100111111010011000110010101011010;7.620250;3;0;{2026: 1};;;4
12;111010010100010110011011101100011110010010001110000101111110;7.320251;3;0;{639: 1, 712: 1};;;4
13;010011001011100000111101011001100010100101111111001000101010;8.232954;3;0;{1244: 1, 1547: 1};;;4
14;010011001010110010100101011001100011100011111111001100101001;8.232954;3;0;{538: 1, 2082: 1};;;4
0;011000110010111110001000010111111010100011011110100110001011;7.071298;5;0;{825: 1};;;5
1;001101010111100010110001010001011001010000101001011001110000;10.782678;5;0;;;;5
2;111010000010010101010010111101001011110101111001111111111100;7.379548;5;0;;;{2403: 1,};5
3;111110110111010111110011000100001001010011100101111010010000;4.740510;5;0;{503: 1, 2672: 1};;;5
5;010110110110110000001101110100111010001110011001101001010001;9.228762;5;0;{0: 1, 821: 1};;;5
6;011111001010111001000011000101111101110100011111111100111100;0.297785;5;0;{0: 1};;;5
7;100010011110000100111010111110010011101000000000011010101101;9.115162;5;0;;;;5
8;111111011000101110100001111011010010101011010111010011001010;7.385030;5;0;{2092: 1, 2387: 1};;;5
11;111110010100010010110010011100111111010011000110010101011010;7.520250;4;0;{2026: 1};;;5
12;111010010100010110011011101100011110010010001110000101111110;7.120251;4;0;{639: 1, 712: 1};;;5
13;010011001011100000111101011001100010100101111111001000101010;8.032953;4;0;{1244: 1, 1547: 1};;;5
14;010011001010110010100101011001100011100011111111001100101001;8.032953;4;0;{538: 1, 2082: 1};;;5
0;011000110010111110001000010111111010100011011110100110001011;6.971298;6;0;{825: 1};{10100111: 1,};;6
1;001101010111100010110001010001011001010000101001011001110000;10.782678;6;0;;;;6
2;111010000010010101010010111101001011110101111001111111111100;7.179548;6;0;;;{2403: 1,};6
3;111110110111010111110011000100001001010011100101111010010000;4.540510;6;0;{604: 1, 2672: 1};{00100101: 1,};;6
5;010110110110110000001101110100111010001110011001101001010001;9.028761;6;0;{0: 1, 821: 1};;;6
6;011111001010111001000011000101111101110100011111111100111100;0.197785;6;0;{0: 1};;;6
7;100010011110000100111010111110010011101000000000011010101101;9.115162;6;0;;;;6
8;111111011000101110100001111011010010101011010111010011001010;7.185030;6;0;{2092: 1, 2387: 1};;;6
11;111110010100010010110010011100111111010011000110010101011010;7.420250;5;0;{2026: 1};;;6
12;111010010100010110011011101100011110010010001110000101111110;6.920251;5;0;{639: 1, 712: 1};;;6
13;010011001011100000111101011001100010100101111111001000101010;7.832953;5;0;{1244: 1, 1547: 1};;;6
14;010011001010110010100101011001100011100011111111001100101001;7.832953;5;0;{538: 1, 2082: 1};;;6
0;011000110010111110001000010111111010100011011110100110001011;6.871298;7;0;{825: 1};{10100111: 1,};;7
1;001101010111100010110001010001011001010000101001011001110000;10.782678;7;0;;;;7
2;111010000010010101010010111101001011110101111001111111111100;6.979548;7;0;;;{2403: 1,};7
3;111110110111010111110011000100001001010011100101111010010000;4.340510;7;0;{503: 1, 2672: 1};;;7
5;010110110110110000001101110100111010001110011001101001010001;8.828760;7;0;{0: 1, 821: 1};;;7
6;011111001010111001000011000101111101110100011111111100111100;0.097785;7;0;{0: 1};;;7
7;100010011110000100111010111110010011101000000000011010101101;9.115162;7;0;;;;7
8;111111011000101110100001111011010010101011010111010011001010;6.985031;7;0;{2092: 1, 2387: 1};;;7
11;111110010100010010110010011100111111010011000110010101011010;7.320251;6;0;{2026: 1};;;7
12;111010010100010110011011101100011110010010001110000101111110;6.720251;6;0;{639: 1, 712: 1};;;7
13;010011001011100000111101011001100010100101111111001000101010;7.632954;6;0;{1244: 1, 1547: 1};;;7
14;010011001010110010100101011001100011100011111111001100101001;7.632954;6;0;{538: 1, 2082: 1};;;7
0;011000110010111110001000010111111010100011011110100110001011;6.771298;8;0;{825: 1};{10100111: 1,};;8
1;001101010111100010110001010001011001010000101001011001110000;10.782678;8;0;;;;8
2;111010000010010101010010111101001011110101111001111111111100;11.779549;8;0;;{00101011: 1,};;8
3;111110110111010111110011000100001001010011100101111010010000;4.140511;8;0;{503: 1, 2672: 1};;;8
5;010110110110110000001101110100111010001110011001101001010001;8.628759;8;0;{0: 1, 821: 1};;;8
7;100010011110000100111010111110010011101000000000011010101101;9.115162;8;0;;;;8
8;111111011000101110100001111011010010101011010111010011001010;6.785031;8;0;{2092: 1, 2387: 1};{01100111: 1,};;8
11;111110010100010010110010011100111111010011000110010101011010;7.220251;7;0;{2026: 1};;;8
12;111010010100010110011011101100011110010010001110000101111110;6.520251;7;0;{639: 1, 712: 1};;;8
13;010011001011100000111101011001100010100101111111001000101010;7.432954;7;0;{1244: 1, 1547: 1};;;8
14;010011001010110010100101011001100011100011111111001100101001;7.432954;7;0;{538: 1, 2082: 1};;;8
0;011000110010111110001000010111111010100011011110100110001011;6.671299;9;0;{825: 1};{10100111: 1,};;9
1;001101010111100010110001010001011001010000101001011001110000;10.782678;9;0;;;;9
2;111010000010010101010010111101001011110101111001111111111100;11.579548;9;0;;;{2403: 1,};9
3;111110110111010111110011000100001001010011100101111010010000;3.940511;9;0;{503: 1, 2672: 1};;;9
5;010110110110110000001101110100111010001110011001101001010001;8.428759;9;0;{0: 1, 821: 1};;;9
7;100010011110000100111010111110010011101000000000011010101101;9.115162;9;0;;;;9
8;111111011000101110100001111011010010101011010111010011001010;6.585031;9;0;{2092: 1, 2387: 1};{01100111: 1,};;9
11;111110010100010010110010011100111111010011000110010101011010;7.120251;8;0;{2026: 1};;;9
12;111010010100010110011011101100011110010010001110000101111110;6.320251;8;0;{639: 1, 712: 1};;;9
13;010011001011100000111101011001100010100101111111001000101010;7.232954;8;0;{1244: 1, 1547: 1};;;9
14;010011001010110010100101011001100011100011111111001100101001;7.232954;8;0;{538: 1, 2082: 1};;;9
0;011000110010111110001000010111111010100011011110100110001011;6.571299;10;0;{825: 1};{10100111: 1,};;10
1;001101010111100010110001010001011001010000101001011001110000;10.782678;10;0;;;;10
2;111010000010010101010010111101001011110101111001111111111100;11.379547;10;0;;;{2403: 1,};10
3;111110110111010111110011000100001001010011100101111010010000;3.740511;10;0;{503: 1, 2672: 1};;;10
5;010110110110110000001101110100111010001110011001101001010001;8.228758;10;0;{0: 1, 821: 1};;;10
7;100010011110000100111010111110010011101000000000011010101101;9.115162;10;0;;;;10
8;111111011000101110100001111011010010101011010111010011001010;6.385031;10;0;{2092: 1, 2387: 1};{01100111: 1,};;10
11;111110010100010010110010011100111111010011000110010101011010;7.020251;9;0;{2026: 1};;;10
12;111010010100010110011011101100011110010010001110000101111110;6.120252;9;0;{639: 1, 712: 1};;;10
13;010011001011100000111101011001100010100101111111001000101010;7.032954;9;0;{1244: 1, 1547: 1};;;10
14;010011001010110010100101011001100011100011111111001100101001;7.032954;9;0;{538: 1, 2082: 1};;;10
0;011000110010111110001000010111111010100011011110100110001011;6.471299;11;0;;{01000011: 1, 10100111: 1,};;11
1;001101010111100010110001010001011001010000101001011001110000;10.782678;11;0;;;;11
2;111010000010010101010010111101001011110101111001111111111100;11.179546;11;0;;;{2403: 1,};11
3;111110110111010111110011000100001001010011100101111010010000;3.540511;11;0;{604: 1, 2672: 1};{00010011: 1,};;11
5;010110110110110000001101110100111010001110011001101001010001;8.028757;11;0;{0: 1, 821: 1};;;11
7;100010011110000100111010111110010011101000000000011010101101;9.115162;11;0;;;;11
8;111111011000101110100001111011010010101011010111010011001010;6.185031;11;0;{2092: 1};{01100111: 1, 10000011: 1,};;11
11;111110010100010010110010011100111111010011000110010101011010;6.920251;10;0;{2026: 1};;;11
12;111010010100010110011011101100011110010010001110000101111110;5.920252;10;0;{639: 1, 712: 1};;;11
13;010011001011100000111101011001100010100101111111001000101010;6.832954;10;0;{1244: 1, 1547: 1};{00110101: 1,};;11
14;010011001010110010100101011001100011100011111111001100101001;6.832954;10;0;{538: 1, 2082: 1};;;11
0;011000110010111110001000010111111010100011011110100110001011;6.371299;12;0;;{10100111: 1,};;12
1;001101010111100010110001010001011001010000101001011001110000;10.782678;12;0;;;;12
3;111110110111010111110011000100001001010011100101111010010000;3.340511;12;0;{604: 1, 2672: 1};{00010011: 1,};;12
5;010110110110110000001101110100111010001110011001101001010001;7.828757;12;0;{0: 1, 821: 1};;;12
7;100010011110000100111010111110010011101000000000011010101101;9.115162;12;0;;;;12
8;111111011000101110100001111011010010101011010111010011001010;5.985032;12;0;{2092: 1};{01100111: 1,};;12
11;111110010100010010110010011100111111010011000110010101011010;6.820251;11;0;{2026: 1};;;12
12;111010010100010110011011101100011110010010001110000101111110;5.720252;11;0;{639: 1, 712: 1};;;12
13;010011001011100000111101011001100010100101111111001000101010;6.632955;11;0;{1244: 1, 1547: 1};;;12
14;010011001010110010100101011001100011100011111111001100101001;6.632955;11;0;{538: 1, 2082: 1};;;12
26;011010001010010101010010111101001011010101111001111111111100;7.989773;0;0;;;;12
27;111010000010010011010000111101001011100101110111110111111100;7.989773;0;0;;{00100111: 1,};;12
0;011000110010111110001000010111111010100011011110100110001011;6.271299;13;0;;{10100111: 1,};;13
1;001101010111100010110001010001011001010000101001011001110000;10.782678;13;0;;;;13
3;111110110111010111110011000100001001010011100101111010010000;3.140512;13;0;{604: 1, 2672: 1};{00010011: 1,};;13
5;010110110110110000001101110100111010001110011001101001010001;7.628757;13;0;{0: 1, 821: 1};;;13
7;100010011110000100111010111110010011101000000000011010101101;9.115162;13;0;;;;13
8;111111011000101110100001111011010010101011010111010011001010;5.785032;13;0;{2092: 1, 2387: 1};;;13
11;111110010100010010110010011100111111010011000110010101011010;6.720251;12;0;{2026: 1};;;13
12;111010010100010110011011101100011110010010001110000101111110;5.520252;12;0;{639: 1, 712: 1};;;13
13;010011001011100000111101011001100010100101111111001000101010;6.432955;12;0;{1244: 1, 1547: 1};{01000111: 1,};;13
14;010011001010110010100101011001100011100011111111001100101001;6.432955;12;0;{538: 1, 2082: 1};;;13
26;011010001010010101010010111101001011010101111001111111111100;7.889773;1;0;;{10111101: 1,};;13
27;111010000010010011010000111101001011100101110111110111111100;7.789773;1;0;{604: 1, 2569: 1};;;13
0;011000110010111110001000010111111010100011011110100110001011;6.171299;14;0;;{10100111: 1,};;14
1;001101010111100010110001010001011001010000101001011001110000;10.782678;14;0;;;;14
3;111110110111010111110011000100001001010011100101111010010000;2.940512;14;0;{604: 1, 2672: 1};{00010011: 1,};;14
5;010110110110110000001101110100111010001110011001101001010001;7.428758;14;0;{0: 1, 821: 1};;;14
7;100010011110000100111010111110010011101000000000011010101101;9.115162;14;0;;;;14
8;111111011000101110100001111011010010101011010111010011001010;5.585032;14;0;{2092: 1};{00000011: 1, 00100111: 1,};;14
11;111110010100010010110010011100111111010011000110010101011010;6.620251;13;0;{2026: 1};;;14
12;111010010100010110011011101100011110010010001110000101111110;5.320252;13;0;{639: 1, 712: 1};;;14
13;010011001011100000111101011001100010100101111111001000101010;6.232955;13;0;{1244: 1, 1547: 1};;;14
14;010011001010110010100101011001100011100011111111001100101001;6.232955;13;0;{538: 1, 2082: 1};;;14
26;011010001010010101010010111101001011010101111001111111111100;7.789773;2;0;{1338: 1};;;14
27;111010000010010011010000111101001011100101110111110111111100;7.589773;2;0;{604: 1, 2569: 1};;;14
0;011000110010111110001000010111111010100011011110100110001011;6.071299;15;0;;{10100111: 1,};;15
1;001101010111100010110001010001011001010000101001011001110000;10.782678;15;0;;;;15
3;111110110111010111110011000100001001010011100101111010010000;2.740512;15;0;{503: 1, 2672: 1};;;15
5;010110110110110000001101110100111010001110011001101001010001;7.228758;15;0;{0: 1, 821: 1};;;15
7;100010011110000100111010111110010011101000000000011010101101;9.115162;15;0;;;;15
8;111111011000101110100001111011010010101011010111010011001010;5.385032;15;0;{2092: 1};{00100111: 1,};;15
11;111110010100010010110010011100111111010011000110010101011010;6.520251;14;0;{2026: 1};;;15
12;111010010100010110011011101100011110010010001110000101111110;5.120253;14;0;{639: 1, 712: 1};;;15
13;010011001011100000111101011001100010100101111111001000101010;6.032955;14;0;{1244: 1, 1547: 1};;;15
14;010011001010110010100101011001100011100011111111001100101001;6.032955;14;0;{538: 1, 2082: 1};;;15
26;011010001010010101010010111101001011010101111001111111111100;7.689773;3;0;{1338: 1};{01001111: 1,};;15
27;111010000010010011010000111101001011100101110111110111111100;7.389773;3;0;{604: 1, 2569: 1};;;15
0;011000110010111110001000010111111010100011011110100110001011;5.971299;16;0;;{10100111: 1,};;16
1;001101010111100010110001010001011001010000101001011001110000;10.782678;16;0;;;;16
3;111110110111010111110011000100001001010011100101111010010000;2.540512;16;0;{503: 1, 2672: 1};;;16
5;010110110110110000001101110100111010001110011001101001010001;7.028758;16;0;{0: 1, 821: 1};;;16
7;100010011110000100111010111110010011101000000000011010101101;9.115162;16;0;;;;16
8;111111011000101110100001111011010010101011010111010011001010;5.185032;16;0;{2092: 1};{00100111: 1,};;16
11;111110010100010010110010011100111111010011000110010101011010;6.420251;15;0;{2026: 1};;;16
12;111010010100010110011011101100011110010010001110000101111110;4.920253;15;0;{639: 1, 712: 1};;;16
13;010011001011100000111101011001100010100101111111001000101010;5.832955;15;0;{1244: 1, 1547: 1};;;16
14;010011001010110010100101011001100011100011111111001100101001;5.832955;15;0;{538: 1, 2082: 1};;;16
26;011010001010010101010010111101001011010101111001111111111100;7.589773;4;0;;{00010110: 1, 01001111: 1,};;16
27;111010000010010011010000111101001011100101110111110111111100;7.189774;4;0;{604: 1, 2569: 1};;;16
0;011000110010111110001000010111111010100011011110100110001011;5.871299;17;0;;{10100111: 1,};;17
1;001101010111100010110001010001011001010000101001011001110000;10.782678;17;0;;;;17
3;111110110111010111110011000100001001010011100101111010010000;2.340512;17;0;{604: 1, 2672: 1};{00100101: 1,};;17
5;010110110110110000001101110100111010001110011001101001010001;6.828758;17;0;{0: 1, 821: 1};;;17
7;100010011110000100111010111110010011101000000000011010101101;9.115162;17;0;;;;17
8;111111011000101110100001111011010010101011010111010011001010;4.985033;17;0;{2092: 1};{00100111: 1,};;17
11;111110010100010010110010011100111111010011000110010101011010;6.320251;16;0;{2026: 1};;;17
12;111010010100010110011011101100011110010010001110000101111110;4.720253;16;0;{639: 1, 712: 1};;;17
13;010011001011100000111101011001100010100101111111001000101010;5.632956;16;0;{1244: 1, 1547: 1};;;17
14;010011001010110010100101011001100011100011111111001100101001;5.632956;16;0;{538: 1, 2082: 1};;;17
26;011010001010010101010010111101001011010101111001111111111100;7.489773;5;0;;{00010110: 1,};;17
27;111010000010010011010000111101001011100101110111110111111100;6.989774;5;0;{604: 1, 2569: 1};;;17
0;011000110010111110001000010111111010100011011110100110001011;5.771299;18;0;{825: 1};;;18
1;001101010111100010110001010001011001010000101001011001110000;10.782678;18;0;;;;18
3;111110110111010111110011000100001001010011100101111010010000;2.140512;18;0;{604: 1};{00100101: 1, 01000111: 1,};;18
5;010110110110110000001101110100111010001110011001101001010001;6.628758;18;0;{0: 1, 821: 1};;;18
7;100010011110000100111010111110010011101000000000011010101101;9.115162;18;0;;;;18
8;111111011000101110100001111011010010101011010111010011001010;4.785033;18;0;{2092: 1};{00100111: 1,};;18
11;111110010100010010110010011100111111010011000110010101011010;6.220252;17;0;{2026: 1};;;18
12;111010010100010110011011101100011110010010001110000101111110;4.520253;17;0;{639: 1, 712: 1};;;18
13;010011001011100000111101011001100010100101111111001000101010;5.432956;17;0;{1244: 1, 1547: 1};;;18
14;010011001010110010100101011001100011100011111111001100101001;5.432956;17;0;{538: 1, 2082: 1};;;18
26;011010001010010101010010111101001011010101111001111111111100;7.389773;6;0;{1338: 1};;;18
27;111010000010010011010000111101001011100101110111110111111100;6.789774;6;0;{604: 1, 2569: 1};;;18
0;011000110010111110001000010111111010100011011110100110001011;5.671299;19;0;{825: 1};{01100111: 1,};;19
1;001101010111100010110001010001011001010000101001011001110000;10.782678;19;0;;;;19
3;111110110111010111110011000100001001010011100101111010010000;1.940513;19;0;{604: 1};{00100101: 1,};;19
5;010110110110110000001101110100111010001110011001101001010001;6.428759;19;0;{0: 1, 821: 1};;;19
7;100010011110000100111010111110010011101000000000011010101101;9.115162;19;0;;;;19
8;111111011000101110100001111011010010101011010111010011001010;4.585033;19;0;{2092: 1};{00100111: 1,};;19
11;111110010100010010110010011100111111010011000110010101011010;6.120252;18;0;{2026: 1};;;19
12;111010010100010110011011101100011110010010001110000101111110;4.320253;18;0;{639: 1, 712: 1};;;19
13;010011001011100000111101011001100010100101111111001000101010;5.232956;18;0;{1244: 1, 1547: 1};{01001011: 1,};;19
14;010011001010110010100101011001100011100011111111001100101001;5.232956;18;0;{538: 1, 2082: 1};;;19
26;011010001010010101010010111101001011010101111001111111111100;7.289773;7;0;{1338: 1};{01000110: 1,};;19
27;111010000010010011010000111101001011100101110111110111111100;6.589774;7;0;{604: 1, 2569: 1};;;19
0;011000110010111110001000010111111010100011011110100110001011;5.571300;20;0;{825: 1};{01100111: 1,};;20
1;001101010111100010110001010001011001010000101001011001110000;10.782678;20;0;;;;20
3;111110110111010111110011000100001001010011100101111010010000;1.740512;20;0;{604: 1};{00100101: 1,};;20
5;010110110110110000001101110100111010001110011001101001010001;6.228759;20;0;{0: 1, 821: 1};;;20
7;100010011110000100111010111110010011101000000000011010101101;9.115162;20;0;;;;20
8;111111011000101110100001111011010010101011010111010011001010;4.385033;20;0;{2092: 1};{00100111: 1,};;20
11;111110010100010010110010011100111111010011000110010101011010;6.020252;19;0;{2026: 1};;;20
12;111010010100010110011011101100011110010010001110000101111110;4.120254;19;0;{639: 1, 712: 1};;;20
