Size
150
166
166
165
164
163
161
160
157
156
155
153
149
149
147
145
145
142
141
140
139
137
137
137
135
134
132
130
131
130
123
120
118
116
115
114
114
112
112
112
109
108
104
102
99
99
97
96
95
95
94
92
92
90
89
88
88
87
87
87
87
86
85
84
84
82
82
81
79
75
74
72
70
68
68
67
65
65
62
59
59
55
55
54
53
49
48
48
48
46
46
44
44
44
43
43
42
41
41
40
40
40
40
40
40
40
40
40
40
40
40
38
38
38
38
38
37
37
34
34
34
34
34
34
33
33
33
33
33
33
31
30
30
30
30
29
29
29
29
28
28
26
26
26
25
25
25
25
25
25
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
22
