ID;Genotype;Energy;Age;Parent;Prots;Mets;Dims;Iteration
1;11111000011111001011101001100001000101001000111111010000100100011110000011100111;1.192581;0;0;;;;0
2;00110010010101010010111000010111000101000111011000110011111011110000110011110100;17.114336;0;0;;;;0
3;10101000010101010011000010111010010110000011100110100100101110011001001001110000;15.542960;0;0;;;;0
4;11100111110001011111011010001101100001001001011111110110110101010001001111001001;1.727317;0;0;;;;0
5;10101001110110001010001001010110101101110101100101011111001100111101011111101111;15.583509;0;0;;;;0
6;01101110101011101010000010111001110100101100011011001011010100100011000111101100;6.020051;0;0;;;;0
7;11010110011101101100110101101100001110011011000111000100010101111100000110000110;5.928826;0;0;;;;0
8;01101000011110101001001111110100000001000110110001110001111111101001100011000011;9.378456;0;0;;;;0
9;00101101010111010100001000000000110010110111010100000001110011011111101101111111;8.863818;0;0;;;;0
10;10111111100000111010110001011010000100111101111011111100010100001101100111100100;16.873116;0;0;;;;0
11;10010010001011110010101110011010011110011111010000000100100001010000111011101011;6.601311;0;0;;;;0
12;11010111100100101010101010000001010101100001010011000100110101011110010100101001;6.127048;0;0;;;;0
13;11100001011010101000110111011110111100000000100110100011000011111001101110010110;1.071472;0;0;;;;0
14;11110001101011110111101001000101110000110110111000010011110001110100101110000001;14.127800;0;0;;;;0
15;00001101110000001100000010011010101000000110010111100010111000011110101101110100;4.841457;0;0;;;;0
16;01000001000110001001101010011010100001011001011100010111001111010110000010001001;3.093554;0;0;;;;0
17;10011100001011010000000001111100111111101111000110100010110110101110110001100001;4.173489;0;0;;;;0
18;00010101110010001000001101111100010111100010000100111000100010111011010101100111;1.327837;0;0;;;;0
19;10100101101000110000111000000000000000011101110001010001101111111110100110101011;8.514199;0;0;;;;0
20;01100111001110110101101011111110011000010011000011010010001110100101011110110111;10.854282;0;0;;;;0
21;00111101010011101010000110011100110101111101111111100010100011101011111101100001;4.730570;0;0;;;;0
22;10101010001000010100110110001100011000001111011001111101101010000010001111110101;9.208344;0;0;;;;0
23;00111110011011010111100001110101010011111110000001100100111101101110100100101000;15.975901;0;0;;;;0
24;11111010011110011101110010101011000011111010010001001000100011111000010001110111;12.820990;0;0;;;;0
25;01100110001010011011100001101001100111011111101111100111011010111111101110100111;13.637686;0;0;;;;0
26;11110100011101110011110000110111010001101111001101110010000101110000110101110111;2.725631;0;0;;;;0
27;11001000011111111111011001111111011110110100100010011111011001110101001011101101;14.068059;0;0;;;;0
28;10000010110100101111000011101110010100101001101000010010000011110000010110011001;16.063244;0;0;;;;0
29;10011100110100101011101110100001101000001010001010101100110010111100111011110011;10.009032;0;0;;;;0
30;11010000001101000100111000110000000000110100100010110010110100100100100101010000;15.609886;0;0;;;;0
31;11011110110110000011101111100011010010111011111101100010000011010011110110011001;5.899349;0;0;;;;0
32;10000111011011101101101110100000100100101000001110101010101111000100010011100111;15.399929;0;0;;;;0
33;01010010111000110101001010101010100110110110000101011001011000111010111011101000;1.860556;0;0;;;;0
34;00100000001101101001101010001100010110010011001111000000100101110010011110110101;8.403996;0;0;;;;0
35;11000001101010010000011000010001010011110110111110011100010110111100011001101000;0.894854;0;0;;;;0
36;00100110001111010100001101011101011101011010111100011011110001000101111000001001;16.215656;0;0;;;;0
37;11100111110011110100000111110010010110010110100000000100111010111111111101101011;14.209219;0;0;;;;0
38;11010010001000011101101110001100110011010100001010011101111110011100011001110111;2.761291;0;0;;;;0
39;11011000011011010010010101001110101110101001010000010111011110010110001111111111;16.344326;0;0;;;;0
40;01110100100011000111011010010010110110001111010101100110001001010101010100011000;8.442632;0;0;;;;0
41;00111010011010001010011100111101100111000010101011011000110000110111011000110111;17.850498;0;0;;;;0
42;01101000100000100110000111000110000010111101000000100101101001000010001001110101;7.580265;0;0;;;;0
43;11001110111111010011000000001111011111101001100111011001101111001011110010000110;12.533171;0;0;;;;0
44;01001000101111110110011011001001110000001011010110011000101110111010001001110000;14.181010;0;0;;;;0
45;00011100010000001101110101101111001001000001111000100110110100111101111110110000;11.753387;0;0;;;;0
46;00000101011001011101011100111001000101101101101001110010001110010100101001011000;12.436584;0;0;;;;0
47;00101001101100101010100100001111100011111011001010000001011001100100110001111001;7.729135;0;0;;;;0
48;11000000001010000011000101111110101000010100101000100100011110000110110101110111;1.273385;0;0;;;;0
49;00000111000011111011000011101111010100011101011010000100110111100000000000101111;12.992364;0;0;;;;0
50;01011001101010000001110011111010011001000011101101100000001001001000110011110011;6.770812;0;0;;;;0
51;00110011101101111001111001001000011001110000101010000111101010111100100110110011;3.186159;0;0;;;;0
52;01110010000011100010011110010001010100111111100011111000110110101110010111101011;11.920723;0;0;;;;0
53;10000101000101111000000100111110111101100000000111001001111101111010110011000000;8.419445;0;0;;;;0
54;00101001000001000000000110010001111111001111000011100111100100011111111000001010;0.772453;0;0;;;;0
55;00001010011111101101111100011111011011111011110001010000000000001010110011001101;2.835064;0;0;;;;0
56;10100000110110111001111111101111000011110011010101110110101000101010111100010111;14.374564;0;0;;;;0
57;01110100101100111000111000010101000010010100011100111010110100101110010110101000;6.503651;0;0;;;;0
58;00101011010111011110001110011110010110101000111110001011110111101011000000010110;3.286996;0;0;;;;0
59;11100110000111010010111100110101001101100000000011001011000100101000110101001011;5.292101;0;0;;;;0
60;00011110100100001010100100001001101111000010010100011100010010000111110100010011;13.014635;0;0;;;;0
61;11100010011000001010101011111001100100111000100111000000110010011001011101100001;9.665253;0;0;;;;0
62;11110111010010100110100000110001100100010001101001000111010101111110001111111001;5.030087;0;0;;;;0
