Max,Average,Min
16.604448,7.900000,3.427077
13.457761,7.181818,3.327077
13.157760,7.090909,3.208316
12.857759,6.727273,2.908317
12.557757,6.727273,2.608317
12.257756,6.636364,2.308317
11.957755,6.545455,2.008317
11.657754,6.363636,1.708317
11.484517,6.272727,1.408317
11.384517,6.181818,1.108317
11.284516,6.000000,0.808317
11.184516,6.000000,0.508317
11.084516,5.909091,0.208317
10.984515,5.545455,-0.091683
10.884515,6.200000,2.027078
10.784514,6.100000,1.927078
10.684514,6.000000,1.827078
10.584514,5.900000,1.727078
10.484513,5.800000,1.627078
10.384513,5.800000,1.527078
10.284513,5.600000,1.427078
10.184512,5.600000,1.327078
10.084512,5.500000,1.227078
9.984511,5.200000,1.127078
9.884511,5.200000,1.027078
9.784511,5.100000,0.927078
9.684510,5.000000,0.827078
9.584510,4.900000,0.727078
9.484509,4.800000,0.627078
9.384509,4.800000,0.527078
9.284509,4.700000,0.427078
9.184508,4.700000,0.327078
9.084508,4.600000,0.227078
8.984508,4.300000,0.127078
8.884507,4.300000,0.027078
8.784507,4.100000,-0.072922
8.684506,4.555556,1.104619
8.584506,4.444444,0.904619
8.484506,4.333333,0.704619
8.384505,4.333333,0.504619
8.302224,4.222222,0.304619
8.302224,4.222222,0.104619
8.302224,4.111111,-0.095381
8.302224,4.375000,-0.150534
8.302224,5.142857,0.557746
8.302224,5.142857,0.257746
8.302224,5.000000,-0.042254
8.302224,5.833333,3.724781
8.302224,5.833333,3.724781
8.302224,5.833333,3.721258
