Max,Average,Min
17.871794,8.700000,0.449226
12.276256,7.818182,0.249226
11.976254,7.727273,0.149226
11.876254,7.545455,-0.050774
11.790780,8.300000,0.529082
11.790780,8.200000,0.429082
11.790780,8.100000,0.329082
11.790780,8.100000,0.229082
11.790780,8.100000,0.129082
11.790780,8.000000,0.029082
11.790780,7.600000,-0.070918
11.790780,8.555556,6.110600
11.790780,8.555556,6.010600
11.790780,8.444444,5.910600
11.790780,8.222222,5.810600
11.790780,8.111111,5.710600
11.790780,8.111111,5.610600
11.790780,8.000000,5.510600
11.790780,8.000000,5.410600
11.790780,7.888889,5.310600
11.790780,7.555556,5.210600
11.790780,7.555556,5.110600
11.790780,7.555556,5.010601
11.790780,7.444444,4.910601
11.790780,7.333333,4.810601
11.790780,7.111111,4.710601
11.790780,7.111111,4.610601
11.790780,7.111111,4.510601
11.790780,7.000000,4.410601
11.790780,6.888889,4.310601
11.790780,6.666667,4.210601
11.790780,6.666667,4.076243
11.790780,6.555556,3.976243
11.790780,6.444444,3.676244
11.790780,6.333333,3.576244
11.790780,6.222222,3.276244
11.790780,6.111111,2.976244
11.790780,6.111111,2.676245
11.790780,6.111111,2.376245
11.790780,6.000000,2.076245
11.790780,5.666667,1.776245
11.790780,5.666667,1.476245
11.790780,5.666667,1.376245
11.790780,5.555556,1.076245
11.790780,5.333333,0.776245
11.790780,5.222222,0.476245
11.790780,5.222222,0.376245
11.790780,5.222222,0.076245
11.790780,5.111111,-0.023755
11.790780,5.750000,2.310603
