Size
150
167
163
161
160
159
158
158
157
155
155
153
151
149
148
147
144
143
140
140
139
138
136
134
131
131
130
129
126
122
120
117
116
115
112
109
106
106
104
96
96
94
92
92
86
82
77
77
76
74
73
73
73
72
72
69
68
68
67
66
65
65
64
63
63
63
63
61
60
59
59
57
57
57
57
57
56
55
55
53
50
49
48
47
45
45
39
39
39
39
39
39
39
39
39
39
39
39
39
39
38
38
38
38
38
38
38
37
37
36
36
36
36
36
36
36
36
36
36
36
36
36
35
35
35
35
34
34
34
34
34
34
34
34
34
34
33
32
31
30
30
30
29
28
27
27
27
27
27
25
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
