Max,Average,Min
17.791044,7.660000,-0.160421
14.782163,6.694611,-0.238819
14.743929,6.742331,-0.119313
14.743929,6.627329,-0.139563
18.539976,6.587500,-0.175036
14.743929,6.440252,-0.061299
14.743929,6.392405,0.000875
14.743929,6.278481,-0.299125
14.743929,6.095541,-0.139578
14.743929,6.058065,0.051358
14.743929,5.922581,-0.148642
14.743929,5.862745,-0.033627
14.743929,5.801325,-0.020735
14.743929,5.691275,-0.036865
14.743929,5.621622,-0.268319
14.743929,5.448980,-0.135454
14.743929,5.479167,-0.101318
14.743929,5.419580,-0.186134
14.743929,5.307143,0.000841
14.743929,5.171429,-0.299159
14.743929,5.093525,-0.009932
14.743929,5.000000,-0.160511
14.743929,4.970588,-0.084217
14.743929,4.850746,-0.098369
14.743929,4.854962,0.136972
14.743929,4.664122,-0.105076
14.743929,4.615385,-0.076574
14.743929,4.558140,-0.150148
14.743929,4.452381,-0.227689
14.743929,4.483607,-0.216751
14.743929,4.450000,-0.257567
14.743929,4.487179,-0.088399
14.743929,4.422414,-0.182872
14.743929,4.295652,-0.097475
14.743929,4.303571,-0.265123
14.743929,4.266055,-0.087059
14.743929,4.330189,0.010677
14.743929,4.245283,-0.189323
14.743929,4.125000,-0.248719
14.743929,4.437500,0.009793
14.743929,4.343750,-0.190207
14.743929,4.361702,-0.065467
14.743929,4.380435,0.062706
14.743929,4.260870,-0.226506
14.743929,4.523256,-0.154866
14.743929,4.609756,-0.104476
14.743929,4.883117,0.121952
14.743929,4.805195,-0.078048
14.743929,4.750000,-0.220119
14.743929,4.797297,-0.047867
14.743929,4.808219,0.136972
14.743929,4.726027,0.104105
14.743929,4.643836,-0.095895
14.743929,4.652778,0.017965
14.743929,4.597222,-0.106329
14.743929,4.681159,-0.044921
14.743929,4.676471,0.136972
14.743929,4.617647,-0.014224
14.743929,4.597015,-0.117210
14.743929,4.575758,-0.159045
14.743929,4.600000,0.136972
14.743929,4.507692,-0.006900
14.743929,4.531250,-0.018366
14.743929,4.555556,0.136972
14.743929,4.555556,0.136972
14.743929,4.396825,0.030076
14.743929,4.317460,-0.169924
14.743929,4.459016,-0.164975
14.743929,4.450000,-0.067688
14.743929,4.440678,0.063462
14.743929,4.372881,-0.136538
14.743929,4.508772,0.136972
14.743929,4.473684,0.136972
14.743929,4.421053,0.136972
14.743929,4.421053,0.013500
14.743929,4.245614,-0.186500
14.743929,4.285714,-0.096582
14.743929,4.363636,0.035831
14.743929,4.272727,-0.064169
14.743929,4.358491,-0.090207
14.743929,4.660000,-0.033227
14.743929,4.714286,-0.001067
14.743929,4.791667,-0.027689
14.743929,4.851064,-0.097041
14.743929,5.111111,0.056524
14.743929,4.911111,-0.043476
14.743929,5.769231,0.136972
14.743929,5.743590,0.136972
14.743929,5.666667,0.136972
14.743929,5.615385,0.136972
14.743929,5.615385,0.136972
14.743929,5.564103,0.136972
14.743929,5.538462,0.136972
14.743929,5.487179,0.136972
14.743929,5.487179,0.136972
14.743929,5.410256,0.136972
14.743929,5.358974,0.136972
14.743929,5.333333,0.128263
14.743929,5.230769,0.028263
14.743929,5.179487,-0.071737
14.743929,5.342105,0.136972
14.743929,5.289474,0.136972
14.743929,5.263158,0.136972
14.743929,5.210526,0.136972
14.743929,5.210526,0.136972
14.743929,5.157895,0.057130
14.743929,5.105263,-0.042870
14.743929,5.243243,0.136972
14.743929,5.135135,-0.017422
14.743929,5.277778,0.136972
14.743929,5.277778,0.136972
14.743929,5.222222,0.136972
14.743929,5.194444,0.136972
14.743929,5.166667,0.136972
14.743929,5.166667,0.136972
14.743929,5.083333,0.136972
14.743929,5.055556,0.136972
14.743929,5.027778,0.136972
14.743929,4.944444,0.136972
14.743929,4.916667,0.136972
14.743929,4.916667,0.047677
14.743929,4.861111,-0.052323
14.743929,5.000000,0.136972
14.743929,4.971429,0.136972
14.743929,4.971429,0.068727
14.743929,4.942857,-0.031273
14.743929,5.058824,0.136972
14.743929,5.029412,0.136972
14.743929,4.941176,0.136972
14.743929,4.911765,0.136972
14.743929,4.911765,0.136972
14.743929,4.882353,0.136972
14.743929,4.852941,0.136972
14.743929,4.794118,0.130250
14.743929,4.794118,0.030250
14.743929,4.794118,-0.069750
14.743929,4.909091,-0.044730
14.743929,5.062500,-0.083163
14.743929,5.161290,-0.075612
14.743929,5.333333,0.136972
14.743929,5.333333,0.094038
14.743929,5.333333,-0.005962
14.743929,5.482759,-0.016501
14.743929,5.642857,-0.076774
14.743929,5.888889,0.136972
14.743929,5.888889,0.136972
14.743929,5.888889,0.132885
14.743929,5.888889,0.032885
14.743929,5.814815,-0.067115
14.743929,6.320000,-0.017858
14.743929,6.625000,0.136972
14.743929,6.625000,0.136972
14.743929,6.625000,0.136972
14.743929,6.583333,0.136972
14.743929,6.583333,0.136972
14.743929,6.583333,0.136972
14.743929,6.583333,0.136972
14.743929,6.583333,0.136972
14.743929,6.583333,0.136972
