Max,Average,Min
12.999232,6.000000,-0.043260
12.999232,6.666667,0.559857
12.999232,6.666667,0.459857
12.999232,6.666667,0.359857
12.999232,6.666667,0.259857
12.999232,6.666667,0.159857
12.999232,6.666667,0.059857
12.999232,6.619048,-0.040143
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
12.999232,7.000000,0.921614
