Size
150
162
161
159
159
159
159
157
155
154
153
151
149
148
147
145
144
144
142
142
139
139
139
138
138
137
136
135
130
128
125
125
123
119
117
117
114
113
110
110
106
101
98
98
96
92
90
88
87
84
83
81
81
78
77
76
76
75
75
73
73
71
71
69
69
69
68
67
66
66
63
60
60
60
59
59
59
59
59
58
54
53
52
50
48
48
48
46
46
45
45
44
42
42
42
41
41
40
40
40
40
40
40
39
39
38
38
37
37
37
37
37
36
36
34
34
32
31
31
31
31
31
30
30
30
30
29
29
29
29
29
28
28
27
26
26
26
25
25
25
25
25
23
21
19
19
19
19
19
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
