Size
150
169
168
168
165
165
164
163
159
158
157
156
155
154
147
146
144
144
143
138
136
135
134
132
132
132
130
123
120
118
116
114
114
111
108
108
106
105
105
104
101
101
101
98
88
87
83
82
82
81
79
78
76
76
74
72
71
69
68
66
65
65
63
62
61
61
60
60
59
56
56
56
56
56
55
55
54
54
53
52
52
52
52
51
50
48
47
45
45
42
38
37
36
35
35
35
35
35
35
35
34
34
33
33
33
33
33
33
33
33
33
33
32
32
32
32
31
30
30
29
29
29
29
28
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
27
26
26
26
25
25
25
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
24
