Size
150
169
168
168
164
164
163
163
163
161
158
157
155
153
153
153
153
151
150
150
150
151
151
151
148
146
146
142
140
140
139
137
136
135
135
132
130
129
128
127
123
119
115
113
110
106
104
102
100
98
93
90
89
87
87
87
87
85
84
83
83
81
80
74
73
73
72
71
71
71
71
69
68
68
63
61
61
57
54
51
50
49
48
45
43
43
43
41
40
38
37
37
37
37
37
37
36
36
36
35
35
34
34
34
34
34
34
33
33
33
33
33
33
33
33
33
33
33
33
33
33
32
31
31
31
31
31
31
31
31
31
31
31
30
30
28
27
26
26
25
25
25
25
25
25
25
25
24
24
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
23
