Max,Average,Min
17.739584,8.240000,-0.207452
27.843203,7.207101,-0.279775
14.524123,7.107143,0.001929
14.424123,6.952381,-0.198071
14.324122,6.993902,0.061746
14.224122,6.853659,-0.138254
14.124122,6.723926,0.133833
14.024121,6.588957,0.033833
13.924121,6.417178,-0.098869
13.824121,6.347826,-0.199435
13.724120,6.367089,-0.092924
13.703706,6.248408,-0.265747
13.703706,6.187097,-0.083419
13.703706,6.130719,0.351789
13.703706,6.006536,0.351789
13.703706,5.888889,0.055563
13.703706,5.705882,-0.298816
29.821587,5.768212,-0.087180
14.610792,5.646667,0.313866
34.110790,5.646667,-0.086134
16.755394,5.493333,-0.008884
13.710789,5.350993,0.129066
13.703706,5.185430,0.029066
13.703706,5.019868,-0.177476
13.703706,5.020270,-0.105763
13.703706,4.972603,0.029264
13.703706,4.787671,-0.270736
13.703706,4.809859,-0.283740
13.703706,4.700000,0.039886
13.703706,4.578571,-0.260114
13.703706,4.489209,-0.131074
13.703706,4.452555,-0.098315
13.703706,4.338235,-0.076133
13.703706,4.237037,0.018557
13.703706,4.103704,-0.181443
13.703706,4.106061,-0.085071
13.703706,4.007692,-0.002261
13.703706,3.914729,-0.274649
13.703706,3.789062,-0.046020
13.703706,3.708661,-0.116906
13.703706,3.723577,-0.183740
13.703706,3.773109,-0.142790
13.703706,3.782609,-0.118476
13.703706,3.716814,-0.256135
13.703706,3.763636,-0.174810
13.703706,3.839623,-0.047727
13.703706,3.759615,-0.174857
13.703706,3.725490,-0.111073
13.703706,3.660000,-0.100938
13.703706,3.683673,-0.134537
13.703706,3.817204,-0.168805
13.703706,3.900000,-0.006808
13.703706,3.797753,-0.042762
13.703706,3.793103,0.225829
13.703706,3.758621,0.125829
13.703706,3.689655,0.025829
13.703706,3.540230,-0.109965
13.703706,3.517647,-0.004664
13.703706,3.404762,-0.176917
13.703706,3.433735,0.011040
13.703706,3.349398,-0.188960
13.703706,3.382716,-0.094767
13.703706,3.287500,-0.130039
13.703706,3.527027,-0.105243
13.703706,3.534247,0.097616
13.703706,3.479452,-0.102384
13.703706,3.388889,-0.087381
13.703706,3.394366,0.231962
13.703706,3.225352,0.131962
13.703706,3.183099,0.031962
13.703706,3.126761,-0.162092
13.703706,3.188406,-0.078416
13.703706,3.176471,0.011084
13.703706,3.073529,-0.188916
13.703706,3.317460,-0.089228
13.703706,3.426230,0.029264
13.703706,3.278689,-0.070736
13.703706,3.508772,-0.186624
13.703706,3.611111,-0.037834
13.703706,3.843137,-0.054623
13.703706,3.880000,-0.085113
13.703706,3.938776,-0.085138
13.703706,3.958333,-0.099901
13.703706,4.244444,-0.014534
13.703706,4.441860,0.128042
13.703706,4.395349,0.028042
13.703706,4.279070,-0.071958
13.703706,4.512195,-0.061098
13.703706,4.525000,-0.031885
13.703706,4.789474,-0.092632
13.703706,4.891892,0.351789
13.703706,4.864865,0.351789
13.703706,4.837838,0.288229
13.703706,4.837838,0.188229
13.703706,4.783784,0.088229
13.703706,4.729730,-0.011771
13.703706,4.805556,0.169380
13.703706,4.805556,0.069380
13.703706,4.722222,-0.030620
13.703706,4.885714,0.057929
13.703706,4.828571,-0.042071
13.703706,4.970588,0.351789
13.703706,4.941176,0.303803
13.703706,4.941176,0.203803
13.703706,4.882353,0.103803
13.703706,4.852941,0.003803
13.703706,4.764706,-0.096197
13.703706,4.939394,0.351789
13.703706,4.878788,0.351789
13.703706,4.878788,0.351789
13.703706,4.848485,0.351789
13.703706,4.818182,0.351789
13.703706,4.787879,0.351789
13.703706,4.787879,0.351789
13.703706,4.727273,0.351789
13.703706,4.696970,0.351789
13.703706,4.636364,0.341522
13.703706,4.636364,0.241522
13.703706,4.575758,0.141522
13.703706,4.575758,0.041522
13.703706,4.545455,-0.058478
13.703706,4.687500,-0.068501
13.703706,4.838710,0.351789
13.703706,4.838710,0.351789
13.703706,4.774194,0.351789
13.703706,4.741935,0.351789
13.703706,4.677419,0.351789
13.703706,4.677419,0.351789
13.703706,4.612903,0.351789
13.703706,4.612903,0.265978
13.703706,4.612903,0.165978
13.703706,4.612903,0.065978
13.703706,4.580645,-0.034022
13.703706,4.766667,0.020499
13.703706,4.700000,-0.079501
13.703706,5.071429,-0.053023
13.703706,5.222222,-0.081339
13.703706,5.461538,0.070370
13.703706,5.384615,-0.029630
13.703706,5.640000,0.351789
13.703706,5.640000,0.351789
13.703706,5.640000,0.351789
13.703706,5.640000,0.351789
13.703706,5.640000,0.257717
13.703706,5.640000,0.157717
13.703706,5.640000,0.057717
13.703706,5.600000,-0.042283
13.703706,5.875000,0.024104
13.703706,5.875000,-0.075896
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
13.703706,6.130435,0.351789
