ID,Genotype,Energy,Age,Parent,Iteration
602,00100010011100101011,0.312413,3,301,7
604,00100010011100101011,0.850668,3,303,7
605,00100010011100101011,0.773040,3,303,7
607,00001101101000011100,0.430865,3,304,7
608,00001101101000011100,0.550765,3,305,7
609,00001101101000011100,0.632153,3,305,7
610,00001101101000011100,0.189607,3,306,7
611,00001101101000011100,0.416649,3,306,7
612,00001101101000011100,1.465938,3,307,7
613,00001101101000011100,1.124471,3,307,7
614,01000010101000001110,0.463793,3,309,7
615,01000010101000001110,0.302292,3,309,7
617,01000011101000001110,0.255563,3,311,7
618,00010100101000010001,1.301705,3,319,7
619,00010100101010010001,1.014479,3,319,7
620,00110100101000010001,1.545772,3,320,7
621,00110100101000010001,1.444875,3,320,7
622,00110100101001010001,0.330508,3,321,7
623,00110100101000010001,0.430629,3,321,7
626,11110000000001110011,1.586627,3,326,7
627,11110001000001110011,1.113356,3,326,7
628,11110000000001110011,0.376256,3,327,7
630,01001100000111101001,1.584468,3,332,7
631,01001100000111101001,1.186352,3,332,7
633,11000110101001110011,6.748548,2,174,7
634,11000110101001110011,6.693340,2,174,7
635,00011111101101111011,4.618457,2,178,7
636,10011111101101111011,4.479396,2,178,7
637,01111111110001100010,5.907187,2,200,7
638,01111111110001110010,5.308653,2,200,7
639,11110011010101000100,3.852079,2,254,7
640,11110011010101000100,4.415506,2,254,7
641,10000110111110110001,5.526081,2,256,7
642,10000110111110110001,5.456732,2,256,7
643,10000110111110110001,5.822402,2,257,7
644,10000110111110111001,5.617127,2,257,7
645,01110001001101010010,5.801969,2,259,7
646,01110011001101010010,6.030093,2,259,7
647,01011100001011100011,3.563648,2,260,7
648,01111100001011100011,3.658706,2,260,7
649,01000111100001101100,4.538625,2,262,7
650,01000111100001101100,4.135772,2,262,7
651,01000111100001101100,7.332157,2,264,7
652,01000111100001101100,7.895069,2,264,7
653,01000111100001101100,4.584414,2,265,7
654,01000111100001101100,4.181386,2,265,7
655,01011011001100000000,6.228069,2,269,7
656,01011011001100000001,5.610577,2,269,7
657,00001100011100000100,8.792330,2,270,7
658,00001100011100000100,8.779764,2,270,7
659,10001100011100000100,7.137643,2,273,7
660,10001100011100000100,6.952786,2,273,7
661,00010010011000111000,6.273974,2,274,7
662,00010010011000111100,6.086209,2,274,7
663,01111011011000101100,4.565018,2,278,7
664,01111011011000101100,4.831698,2,278,7
665,01111011011000101100,5.757231,2,279,7
666,01111011011000101100,5.731088,2,279,7
667,01111011010000101100,4.013323,2,280,7
668,01111011010000101100,3.649212,2,280,7
669,01111011010000101100,4.464934,2,281,7
670,01111011010000101100,4.386629,2,281,7
671,00100110110001110001,5.646554,2,282,7
672,00100110110001110001,5.977732,2,282,7
673,00000110110001111001,3.769947,2,283,7
674,00000110110001111001,3.309741,2,283,7
675,00100110110001111000,4.594370,2,284,7
676,00100110110001111000,4.899809,2,284,7
677,10000110100000111011,5.525005,2,286,7
678,10001110100000111011,5.147575,2,286,7
679,10001110100001110011,6.715814,2,287,7
680,10001110100000110011,6.925424,2,287,7
681,10111000000010111011,3.834961,2,289,7
682,10111000000010111011,3.702065,2,289,7
683,10111000000010111011,6.250082,2,290,7
684,10111000000010111011,6.365471,2,290,7
685,10111000000010111011,4.743302,2,291,7
686,10111000000010111011,4.653344,2,291,7
687,00110111011101111011,5.432924,2,292,7
688,00110111011101111011,5.426942,2,292,7
689,00110111011101111010,3.386739,2,293,7
690,00110111011101111011,3.361266,2,293,7
691,00110111011101111011,3.538561,2,295,7
692,00110111011101111011,3.158604,2,295,7
693,00100010011100101011,6.304678,2,302,7
694,00100011011100101011,6.398434,2,302,7
695,01000011101000001110,6.851927,2,308,7
696,01000011101000001110,6.566062,2,308,7
697,01000010101100001110,5.948269,2,310,7
698,01000010101000001110,6.304928,2,310,7
699,11101111100011000010,6.107649,2,312,7
700,11101111100011000010,6.352123,2,312,7
701,11101111100010000010,5.778455,2,313,7
702,11101111100011000010,5.852616,2,313,7
703,11101111100011000010,5.132783,2,314,7
704,11101111100011000010,5.153423,2,314,7
705,11101111100011000010,4.805465,2,315,7
706,11101111100011000010,4.331626,2,315,7
707,01111011110010000001,5.711767,2,316,7
708,01111011110010000001,5.394013,2,316,7
709,01111011110010000001,7.003272,2,317,7
710,01110011110010000001,6.645481,2,317,7
711,00010100101000010001,5.986270,2,318,7
712,00010100101000010001,5.957198,2,318,7
713,10000110111100010100,4.376446,2,322,7
714,10000110111100010100,3.765440,2,322,7
715,10000110011100010100,4.491409,2,323,7
716,10000110011100010100,4.521677,2,323,7
717,11110000000001110011,3.947831,2,324,7
718,11110000000001110011,4.003988,2,324,7
719,10110101000110001001,4.229110,2,328,7
720,10110101000110001001,4.223530,2,328,7
721,10110101000110001001,6.183093,2,329,7
722,10110101000110001001,6.325665,2,329,7
723,10110101000110001001,5.886667,2,330,7
724,10110101000110001001,5.851281,2,330,7
725,10110101000110001001,7.439465,2,331,7
726,10110101000110001001,7.592253,2,331,7
727,01000100000111101001,2.962014,2,334,7
728,01000100000111101001,2.599363,2,334,7
729,00001111011101111100,3.304523,2,370,7
730,00001111011101111100,3.003097,2,370,7
731,11110001000001110101,3.723575,2,371,7
732,11110001000001110101,3.431120,2,371,7
733,11110001000001110101,2.629848,2,372,7
734,11110001000001110101,2.573028,2,372,7
735,11011011000011011001,3.444035,2,375,7
736,01011011000011011001,3.973596,2,375,7
737,11011011000011011001,3.336207,2,376,7
738,11011011000011011001,3.075766,2,376,7
739,11010100001110101011,3.944340,2,381,7
740,11000100001010101011,3.859119,2,381,7
741,11000100001110101011,4.929412,2,382,7
742,11000100001110101011,4.694885,2,382,7
743,10001110100000110011,2.973610,2,383,7
744,10001110100000110011,3.315506,2,383,7
745,00001110100000110011,2.269039,2,384,7
746,00001110100000110011,2.644488,2,384,7
748,00110111011101111011,8.684801,1,294,7
749,00110111011101111011,8.760719,1,294,7
750,01000100000111101001,6.020804,1,333,7
751,01000100000111101001,5.970206,1,333,7
752,01000100000111101101,7.449469,1,335,7
753,01000100000111101001,7.165581,1,335,7
754,00101100101111100111,7.918826,1,336,7
755,10101000101111100110,7.769329,1,336,7
756,00101000101111100100,7.599484,1,338,7
757,00101000101111100100,7.656084,1,338,7
758,00101000101111100100,7.064745,1,339,7
759,00101000101111100100,7.048616,1,339,7
760,10101001100011011100,7.141284,1,341,7
761,10101001100011011100,6.957694,1,341,7
762,10101001100011011100,7.927154,1,342,7
763,10101001100011011100,7.718767,1,342,7
764,10101001100011011100,6.320410,1,343,7
765,10101001100011011100,6.133746,1,343,7
766,00010010110101010100,8.499536,1,344,7
767,00010010110101010100,8.750839,1,344,7
768,00010010110101010100,8.039105,1,345,7
769,00010010110101010100,8.010662,1,345,7
770,00010010110101010100,7.702862,1,346,7
771,00010010110101010100,7.790594,1,346,7
772,00010010100001010100,7.144554,1,347,7
773,00010010100001010100,7.618192,1,347,7
774,00100010101110111100,7.377228,1,348,7
775,00100010101110111100,7.230221,1,348,7
776,00100010101110111100,6.312139,1,349,7
777,00100010101110111100,6.185485,1,349,7
778,00100010101110111100,7.209326,1,350,7
779,00100010101110111100,7.310356,1,350,7
780,00100010101110111101,6.500858,1,351,7
781,00100010101110110101,6.369134,1,351,7
782,10101001010101010000,7.611415,1,352,7
783,10101001010101010010,7.565745,1,352,7
784,10101001010101110000,8.052512,1,353,7
785,10101001010101110000,8.166753,1,353,7
786,10101001010101110000,7.800951,1,354,7
787,10101001010101110000,7.844802,1,354,7
788,10101001010101110100,8.618963,1,355,7
789,10101001010101110100,8.652043,1,355,7
790,11101111011010101110,6.364446,1,356,7
791,11101111011010101110,6.379196,1,356,7
792,11101111011010101110,5.507207,1,357,7
793,11111111011010101110,5.563982,1,357,7
794,01101111110000010100,6.634771,1,358,7
795,01101111110000010100,6.380428,1,358,7
796,01100111110000010100,8.016845,1,359,7
797,01100111110000010100,7.906736,1,359,7
798,01100111110000010100,6.221058,1,360,7
799,01100111110000010100,6.580232,1,360,7
800,01100111110000010100,9.154667,1,361,7
801,01100111110000010100,9.230761,1,361,7
802,11110010000000110111,6.334477,1,362,7
803,11110000000000110111,6.730799,1,362,7
804,11110000000000110111,7.318543,1,363,7
805,11110000000000110111,7.067802,1,363,7
806,00000010111110101011,6.138827,1,364,7
807,00000010111110101011,6.410182,1,364,7
808,00000010111110101011,8.481135,1,365,7
809,00000010111110101011,8.409114,1,365,7
810,00000010111110101011,8.864013,1,367,7
811,00000010111010101011,8.719114,1,367,7
812,00001111011111110100,6.755606,1,369,7
813,00001111011111110100,7.153173,1,369,7
814,01111100001011100011,7.565296,1,374,7
815,01111100001010100011,7.953450,1,374,7
816,11010011000011011011,8.340995,1,377,7
817,11011011000011011011,8.283746,1,377,7
818,11011011000011011001,6.125231,1,378,7
819,11011011000011011001,6.291609,1,378,7
820,11000100111110101011,6.483362,1,379,7
821,11000100111110101010,6.418386,1,379,7
822,11000100111110101011,7.641487,1,380,7
823,11000100111110101011,7.757768,1,380,7
824,01111011110010000001,9.136355,1,385,7
825,01111001110010000000,9.013156,1,385,7
826,00000110011100010100,6.823342,1,395,7
827,00000110011100010100,6.603512,1,395,7
828,00000110011100010100,5.214622,1,396,7
829,00000110011100010100,5.264017,1,396,7
830,11110000000000110111,6.717618,1,404,7
831,11110000000000110111,6.717207,1,404,7
832,10010011011100010000,6.177432,1,417,7
833,10010011011100010010,6.210533,1,417,7
834,01010010100011001001,5.195826,1,425,7
835,01010010100011001001,4.879298,1,425,7
836,10100101100000000001,5.393731,1,431,7
837,10100101100000000001,5.282023,1,431,7
838,10100101100000010001,6.690833,1,432,7
839,11100101100000010001,6.388237,1,432,7
840,00001100010100111110,5.117008,1,437,7
841,00001100010100111110,5.167659,1,437,7
842,00000111010000011101,5.145663,1,442,7
843,00000111010000011101,5.536475,1,442,7
844,10000111001000110110,5.131774,1,443,7
845,10000111001010110110,5.169015,1,443,7
847,10111001100011011100,9.584459,0,340,7
848,10101001100011011100,9.584459,0,340,7
849,00000010111110101011,9.930384,0,366,7
850,00000010111111101011,9.930384,0,366,7
851,01111100001111100011,8.968590,0,373,7
852,01111100001011100011,8.968590,0,373,7
853,01111011110010000001,7.662467,0,386,7
854,01111011111010000001,7.662467,0,386,7
855,10111101101111011110,8.882752,0,387,7
856,11111101101111011110,8.882752,0,387,7
857,10101101101111011110,9.762014,0,390,7
858,10101101101111011110,9.762014,0,390,7
859,00111110010011111010,11.300661,0,391,7
860,00111110010011110010,11.300661,0,391,7
861,00111110010011110010,8.426818,0,394,7
862,00111110010011110010,8.426818,0,394,7
863,10000110110111011001,10.197411,0,397,7
864,10000110110111011001,10.197411,0,397,7
865,11010110110111011001,7.511129,0,398,7
866,11010110110111010001,7.511129,0,398,7
867,11010110110111011001,8.609268,0,400,7
868,11010110110111011001,8.609268,0,400,7
869,11110000000000110111,11.392723,0,403,7
870,11110000000001110111,11.392723,0,403,7
871,01100101001010111100,11.814671,0,405,7
872,01100101001010111100,11.814671,0,405,7
873,01100101001010111100,10.562345,0,406,7
874,01100101001010111100,10.562345,0,406,7
875,01100100001110111110,8.968294,0,407,7
876,01100101001110111100,8.968294,0,407,7
877,01100101001110111100,8.203424,0,408,7
878,01100101001110111100,8.203424,0,408,7
879,11100110101111001100,8.057061,0,409,7
880,11100110101111001100,8.057061,0,409,7
881,11100110101011001100,7.846330,0,410,7
882,11100110101111000100,7.846330,0,410,7
883,10100010111010100000,10.664027,0,413,7
884,10100010111010100000,10.664027,0,413,7
885,11100010110010110000,9.879141,0,414,7
886,11100010111010110000,9.879141,0,414,7
887,01100110110010100111,7.851279,0,415,7
888,01100110110010100111,7.851279,0,415,7
889,00010011011100010010,10.474810,0,418,7
890,10010011011100010010,10.474810,0,418,7
891,10010100010110111011,8.709269,0,424,7
892,10010100010110111011,8.709269,0,424,7
893,01010010100011001001,9.801100,0,426,7
894,01010010100011001001,9.801100,0,426,7
895,10010001011110110000,12.180452,0,427,7
896,10010001011110100000,12.180452,0,427,7
897,10010001011110100000,11.067744,0,428,7
898,10010001011110100000,11.067744,0,428,7
899,10100101100000000001,11.060952,0,429,7
900,10100101100000000001,11.060952,0,429,7
901,10100101100001000001,9.746203,0,430,7
902,10100101100001000001,9.746203,0,430,7
903,01100001101100101001,7.922270,0,433,7
904,01100001101100101001,7.922270,0,433,7
905,01100101101100101011,11.682779,0,434,7
906,01100001101100101011,11.682779,0,434,7
907,00101101010100011110,9.772672,0,435,7
908,00101101010100011110,9.772672,0,435,7
909,00101101010100010110,7.907961,0,436,7
910,00101101010100010110,7.907961,0,436,7
911,00001100010100111110,9.147093,0,438,7
912,00001100010100111110,9.147093,0,438,7
913,00010011010000011101,9.923464,0,439,7
914,00000111010000011101,9.923464,0,439,7
915,01001111010000011101,11.794437,0,440,7
916,01000111010000011101,11.794437,0,440,7
917,00100111010000011101,10.782618,0,441,7
918,01000111010000011101,10.782618,0,441,7
450,11011101001001001001,11.627423,5,209,8
529,11000110101101110011,11.415484,4,173,8
532,11100010111010110000,12.294921,4,180,8
533,11100010111010110000,9.722785,4,180,8
534,10100000011011100110,12.971857,4,181,8
535,11100000011011100110,13.640907,4,181,8
537,11000001011011100110,10.115238,4,182,8
542,01101101100110101010,13.289420,4,188,8
543,01101101100110101010,11.062279,4,188,8
544,01010010100011001001,13.013938,4,192,8
546,10011001011110100000,9.027466,4,194,8
547,10011001011110100000,7.022707,4,194,8
548,01100101101100101011,7.199656,4,198,8
549,01100001101100101011,12.207993,4,198,8
554,10011010100101111000,9.677155,4,219,8
555,10011010100100111000,11.185764,4,219,8
556,01110001100111101110,8.038238,4,241,8
557,01110001100111111110,13.086058,4,241,8
558,11101111001110100001,7.260572,4,242,8
560,01100011111101111101,8.873251,4,246,8
561,01100011111101111111,10.281926,4,246,8
562,10100101111111011000,10.042092,4,252,8
566,01010011001101010010,11.136338,4,258,8
567,01110011001101010010,12.155746,4,258,8
633,11000110101001110011,4.332670,3,174,8
634,11000110101001110011,4.173241,3,174,8
635,00011111101101111011,1.918841,3,178,8
636,10011111101101111011,1.991185,3,178,8
637,01111111110001100010,3.298731,3,200,8
638,01111111110001110010,2.932341,3,200,8
639,11110011010101000100,1.550839,3,254,8
640,11110011010101000100,1.992649,3,254,8
641,10000110111110110001,2.940429,3,256,8
642,10000110111110110001,2.996284,3,256,8
643,10000110111110110001,3.151659,3,257,8
644,10000110111110111001,3.233058,3,257,8
645,01110001001101010010,3.123419,3,259,8
646,01110011001101010010,3.285795,3,259,8
647,01011100001011100011,1.110454,3,260,8
648,01111100001011100011,1.102221,3,260,8
649,01000111100001101100,1.978880,3,262,8
650,01000111100001101100,1.451233,3,262,8
651,01000111100001101100,4.996207,3,264,8
652,01000111100001101100,5.585284,3,264,8
653,01000111100001101100,2.010903,3,265,8
654,01000111100001101100,1.719741,3,265,8
655,01011011001100000000,3.925613,3,269,8
656,01011011001100000001,3.092141,3,269,8
657,00001100011100000100,6.402356,3,270,8
658,00001100011100000100,6.057320,3,270,8
659,10001100011100000100,4.711354,3,273,8
660,10001100011100000100,4.276437,3,273,8
661,00010010011000111000,3.693579,3,274,8
662,00010010011000111100,3.752729,3,274,8
663,01111011011000101100,2.072273,3,278,8
664,01111011011000101100,2.247139,3,278,8
665,01111011011000101100,3.160496,3,279,8
666,01111011011000101100,2.990722,3,279,8
667,01111011010000101100,1.641887,3,280,8
668,01111011010000101100,0.963496,3,280,8
669,01111011010000101100,1.732240,3,281,8
670,01111011010000101100,1.793289,3,281,8
671,00100110110001110001,3.163952,3,282,8
672,00100110110001110001,3.558233,3,282,8
673,00000110110001111001,1.070687,3,283,8
674,00000110110001111001,1.021153,3,283,8
675,00100110110001111000,1.989987,3,284,8
676,00100110110001111000,2.199819,3,284,8
677,10000110100000111011,2.920440,3,286,8
678,10001110100000111011,2.745894,3,286,8
679,10001110100001110011,4.455461,3,287,8
680,10001110100000110011,4.415166,3,287,8
681,10111000000010111011,1.368963,3,289,8
682,10111000000010111011,1.086591,3,289,8
683,10111000000010111011,3.961761,3,290,8
684,10111000000010111011,3.863205,3,290,8
685,10111000000010111011,2.023245,3,291,8
686,10111000000010111011,2.345323,3,291,8
687,00110111011101111011,3.055666,3,292,8
688,00110111011101111011,3.165976,3,292,8
689,00110111011101111010,0.845842,3,293,8
690,00110111011101111011,0.859372,3,293,8
691,00110111011101111011,1.116854,3,295,8
692,00110111011101111011,0.468693,3,295,8
693,00100010011100101011,3.888633,3,302,8
694,00100011011100101011,3.989326,3,302,8
695,01000011101000001110,4.177413,3,308,8
696,01000011101000001110,4.020990,3,308,8
697,01000010101100001110,3.232435,3,310,8
698,01000010101000001110,4.028337,3,310,8
699,11101111100011000010,3.363747,3,312,8
700,11101111100011000010,3.906794,3,312,8
701,11101111100010000010,3.092546,3,313,8
702,11101111100011000010,3.475448,3,313,8
703,11101111100011000010,2.864974,3,314,8
704,11101111100011000010,2.416687,3,314,8
705,11101111100011000010,2.197553,3,315,8
706,11101111100011000010,1.928765,3,315,8
707,01111011110010000001,3.177698,3,316,8
708,01111011110010000001,2.841682,3,316,8
709,01111011110010000001,4.660413,3,317,8
710,01110011110010000001,4.233704,3,317,8
711,00010100101000010001,3.611644,3,318,8
712,00010100101000010001,3.307225,3,318,8
713,10000110111100010100,1.891612,3,322,8
714,10000110111100010100,1.240339,3,322,8
715,10000110011100010100,1.879215,3,323,8
716,10000110011100010100,1.927293,3,323,8
717,11110000000001110011,1.620966,3,324,8
718,11110000000001110011,1.439603,3,324,8
719,10110101000110001001,1.848818,3,328,8
720,10110101000110001001,1.494024,3,328,8
721,10110101000110001001,3.612552,3,329,8
722,10110101000110001001,3.775580,3,329,8
723,10110101000110001001,3.392999,3,330,8
724,10110101000110001001,3.204244,3,330,8
725,10110101000110001001,4.804226,3,331,8
726,10110101000110001001,4.903902,3,331,8
727,01000100000111101001,0.275884,3,334,8
728,01000100000111101001,0.144103,3,334,8
729,00001111011101111100,0.658637,3,370,8
730,00001111011101111100,0.328798,3,370,8
731,11110001000001110101,1.044930,3,371,8
732,11110001000001110101,0.928281,3,371,8
733,11110001000001110101,0.251000,3,372,8
734,11110001000001110101,0.043412,3,372,8
735,11011011000011011001,1.086888,3,375,8
736,01011011000011011001,1.278201,3,375,8
737,11011011000011011001,0.634787,3,376,8
738,11011011000011011001,0.733492,3,376,8
739,11010100001110101011,1.550651,3,381,8
740,11000100001010101011,1.435617,3,381,8
741,11000100001110101011,2.596165,3,382,8
742,11000100001110101011,2.034820,3,382,8
743,10001110100000110011,0.666881,3,383,8
744,10001110100000110011,0.966503,3,383,8
748,00110111011101111011,6.124289,2,294,8
749,00110111011101111011,6.049140,2,294,8
750,01000100000111101001,3.675279,2,333,8
751,01000100000111101001,3.485257,2,333,8
752,01000100000111101101,4.874604,2,335,8
753,01000100000111101001,4.529881,2,335,8
754,00101100101111100111,5.618715,2,336,8
755,10101000101111100110,5.043824,2,336,8
756,00101000101111100100,5.298357,2,338,8
757,00101000101111100100,5.219348,2,338,8
758,00101000101111100100,4.427474,2,339,8
759,00101000101111100100,4.588168,2,339,8
760,10101001100011011100,4.742617,2,341,8
761,10101001100011011100,4.340603,2,341,8
762,10101001100011011100,5.292735,2,342,8
763,10101001100011011100,5.079487,2,342,8
764,10101001100011011100,3.989604,2,343,8
765,10101001100011011100,3.708844,2,343,8
766,00010010110101010100,6.093188,2,344,8
767,00010010110101010100,6.400390,2,344,8
768,00010010110101010100,5.635444,2,345,8
769,00010010110101010100,5.544977,2,345,8
770,00010010110101010100,5.032874,2,346,8
771,00010010110101010100,5.514728,2,346,8
772,00010010100001010100,4.816588,2,347,8
773,00010010100001010100,4.923768,2,347,8
774,00100010101110111100,5.038006,2,348,8
775,00100010101110111100,4.879837,2,348,8
776,00100010101110111100,3.698758,2,349,8
777,00100010101110111100,3.654658,2,349,8
778,00100010101110111100,4.474368,2,350,8
779,00100010101110111100,5.049725,2,350,8
780,00100010101110111101,3.796111,2,351,8
781,00100010101110110101,4.038975,2,351,8
782,10101001010101010000,5.133162,2,352,8
783,10101001010101010010,5.074623,2,352,8
784,10101001010101110000,5.772782,2,353,8
785,10101001010101110000,5.598908,2,353,8
786,10101001010101110000,5.346895,2,354,8
787,10101001010101110000,5.559202,2,354,8
788,10101001010101110100,6.176937,2,355,8
789,10101001010101110100,6.253119,2,355,8
790,11101111011010101110,3.931132,2,356,8
791,11101111011010101110,4.114695,2,356,8
792,11101111011010101110,2.975779,2,357,8
793,11111111011010101110,3.094388,2,357,8
794,01101111110000010100,4.191888,2,358,8
795,01101111110000010100,3.910875,2,358,8
796,01100111110000010100,5.737226,2,359,8
797,01100111110000010100,5.279905,2,359,8
798,01100111110000010100,3.605816,2,360,8
799,01100111110000010100,4.212593,2,360,8
800,01100111110000010100,6.857838,2,361,8
801,01100111110000010100,6.922538,2,361,8
802,11110010000000110111,3.798597,2,362,8
803,11110000000000110111,4.029286,2,362,8
804,11110000000000110111,4.877800,2,363,8
805,11110000000000110111,4.742477,2,363,8
806,00000010111110101011,3.787413,2,364,8
807,00000010111110101011,3.842038,2,364,8
808,00000010111110101011,6.150942,2,365,8
809,00000010111110101011,5.865763,2,365,8
810,00000010111110101011,6.212343,2,367,8
811,00000010111010101011,6.203184,2,367,8
812,00001111011111110100,4.039093,2,369,8
813,00001111011111110100,4.482785,2,369,8
814,01111100001011100011,4.835401,2,374,8
815,01111100001010100011,5.356315,2,374,8
816,11010011000011011011,5.607765,2,377,8
817,11011011000011011011,5.764648,2,377,8
818,11011011000011011001,3.541000,2,378,8
819,11011011000011011001,3.858521,2,378,8
820,11000100111110101011,3.753043,2,379,8
821,11000100111110101010,3.927708,2,379,8
822,11000100111110101011,4.990333,2,380,8
823,11000100111110101011,5.129354,2,380,8
824,01111011110010000001,6.760593,2,385,8
825,01111001110010000000,6.622685,2,385,8
826,00000110011100010100,4.329769,2,395,8
827,00000110011100010100,4.174086,2,395,8
828,00000110011100010100,2.580233,2,396,8
829,00000110011100010100,2.860605,2,396,8
830,11110000000000110111,4.179390,2,404,8
831,11110000000000110111,4.128455,2,404,8
832,10010011011100010000,3.712989,2,417,8
833,10010011011100010010,3.465598,2,417,8
834,01010010100011001001,2.837054,2,425,8
835,01010010100011001001,2.574057,2,425,8
836,10100101100000000001,2.902380,2,431,8
837,10100101100000000001,2.540682,2,431,8
838,10100101100000010001,4.378778,2,432,8
839,11100101100000010001,4.135987,2,432,8
840,00001100010100111110,2.582758,2,437,8
841,00001100010100111110,2.662647,2,437,8
842,00000111010000011101,2.463427,2,442,8
843,00000111010000011101,3.026422,2,442,8
844,10000111001000110110,2.654138,2,443,8
845,10000111001010110110,2.472517,2,443,8
847,10111001100011011100,7.061884,1,340,8
848,10101001100011011100,7.011809,1,340,8
849,00000010111110101011,7.363417,1,366,8
850,00000010111111101011,7.310480,1,366,8
851,01111100001111100011,6.383055,1,373,8
852,01111100001011100011,6.289133,1,373,8
853,01111011110010000001,4.969156,1,386,8
854,01111011111010000001,5.159981,1,386,8
855,10111101101111011110,6.394476,1,387,8
856,11111101101111011110,6.508682,1,387,8
857,10101101101111011110,7.223732,1,390,8
858,10101101101111011110,7.116023,1,390,8
859,00111110010011111010,8.612966,1,391,8
860,00111110010011110010,8.643896,1,391,8
861,00111110010011110010,5.819393,1,394,8
862,00111110010011110010,5.881553,1,394,8
863,10000110110111011001,7.719641,1,397,8
864,10000110110111011001,7.504099,1,397,8
865,11010110110111011001,4.950493,1,398,8
866,11010110110111010001,4.770827,1,398,8
867,11010110110111011001,5.904510,1,400,8
868,11010110110111011001,6.314244,1,400,8
869,11110000000000110111,9.033045,1,403,8
870,11110000000001110111,8.796271,1,403,8
871,01100101001010111100,9.450153,1,405,8
872,01100101001010111100,9.459074,1,405,8
873,01100101001010111100,7.870936,1,406,8
874,01100101001010111100,7.825748,1,406,8
875,01100100001110111110,6.388627,1,407,8
876,01100101001110111100,6.371977,1,407,8
877,01100101001110111100,5.586857,1,408,8
878,01100101001110111100,5.593711,1,408,8
879,11100110101111001100,5.591725,1,409,8
880,11100110101111001100,5.523135,1,409,8
881,11100110101011001100,5.235497,1,410,8
882,11100110101111000100,5.195666,1,410,8
883,10100010111010100000,8.395040,1,413,8
884,10100010111010100000,7.947412,1,413,8
885,11100010110010110000,7.435239,1,414,8
886,11100010111010110000,7.195099,1,414,8
887,01100110110010100111,5.178866,1,415,8
888,01100110110010100111,5.357315,1,415,8
889,00010011011100010010,7.822280,1,418,8
890,10010011011100010010,8.206624,1,418,8
891,10010100010110111011,6.158823,1,424,8
892,10010100010110111011,6.395303,1,424,8
893,01010010100011001001,7.160203,1,426,8
894,01010010100011001001,7.064453,1,426,8
895,10010001011110110000,9.459299,1,427,8
896,10010001011110100000,9.715134,1,427,8
897,10010001011110100000,8.623266,1,428,8
898,10010001011110100000,8.526968,1,428,8
899,10100101100000000001,8.489000,1,429,8
900,10100101100000000001,8.607574,1,429,8
901,10100101100001000001,7.094392,1,430,8
902,10100101100001000001,7.256633,1,430,8
903,01100001101100101001,5.581306,1,433,8
904,01100001101100101001,5.405652,1,433,8
905,01100101101100101011,9.005977,1,434,8
906,01100001101100101011,9.364058,1,434,8
907,00101101010100011110,7.433805,1,435,8
908,00101101010100011110,7.099338,1,435,8
909,00101101010100010110,5.586941,1,436,8
910,00101101010100010110,5.253136,1,436,8
911,00001100010100111110,6.528285,1,438,8
912,00001100010100111110,6.467607,1,438,8
913,00010011010000011101,7.214735,1,439,8
914,00000111010000011101,7.616811,1,439,8
915,01001111010000011101,9.177974,1,440,8
916,01000111010000011101,9.065161,1,440,8
917,00100111010000011101,8.508184,1,441,8
918,01000111010000011101,8.347669,1,441,8
920,10101101101111011110,8.929724,0,388,8
921,10101101101111011110,8.929724,0,388,8
922,10101101101111011110,9.114863,0,389,8
923,10101101101111011110,9.114863,0,389,8
924,00111110010011110010,9.015285,0,392,8
925,00111110010011110010,9.015285,0,392,8
926,00111110010011110010,9.103680,0,393,8
927,00111110010011110010,9.103680,0,393,8
928,11010110110111011001,10.209358,0,399,8
929,11010110110111011001,10.209358,0,399,8
930,11101101011000101110,9.497338,0,402,8
931,11101101011000101110,9.497338,0,402,8
932,10011111101101101011,8.495496,0,411,8
933,10011111101101101011,8.495496,0,411,8
934,10011111101101101011,9.852724,0,412,8
935,10011111101101101011,9.852724,0,412,8
936,01100110110010100111,9.393524,0,416,8
937,01100110110010100111,9.393524,0,416,8
938,10010110011111111011,9.416014,0,421,8
939,10010110011110111011,9.416014,0,421,8
940,10010110011110111011,9.598310,0,422,8
941,11010110011110111111,9.598310,0,422,8
942,10010110010110111011,8.489323,0,423,8
943,10010100010110111011,8.489323,0,423,8
944,10100111001000110110,10.472151,0,444,8
945,11100111001000110110,10.472151,0,444,8
946,11011101001000001001,8.377573,0,448,8
947,11011101001000001001,8.377573,0,448,8
948,01011100001001001001,9.817846,0,449,8
949,01011101001001011001,9.817846,0,449,8
950,01011101100000101011,7.595736,0,453,8
951,01011101100000101011,7.595736,0,453,8
952,01011101100000101011,11.001019,0,454,8
953,00011101100000101011,11.001019,0,454,8
954,11111000100001001001,12.100868,0,457,8
955,11111000100001001001,12.100868,0,457,8
956,11111000100001001001,10.233438,0,458,8
957,11111000100001001101,10.233438,0,458,8
958,11111000100001001001,11.219486,0,459,8
959,11111000100001001001,11.219486,0,459,8
960,11111000100001001001,11.031393,0,460,8
961,11111000100001001001,11.031393,0,460,8
962,10011100000011010010,10.416548,0,492,8
963,10011100000001010010,10.416548,0,492,8
964,10011110000001010011,9.391047,0,493,8
965,10011110000001010011,9.391047,0,493,8
966,10011100000001010011,8.263860,0,494,8
967,10011100000001010011,8.263860,0,494,8
968,01010010100011011001,8.630999,0,545,8
969,01010010100011011001,8.630999,0,545,8
537,11000001011011100110,14.413887,5,182,9
