Size
10
13
13
13
13
13
13
13
13
12
12
12
11
11
11
11
11
11
10
10
10
10
10
10
10
10
10
10
10
9
8
8
8
8
8
8
8
8
8
6
5
5
5
4
4
4
4
4
4
4
4
